ASVs	hdpe	wood	tw	water3	water02
ASV_9004	0.00	0.00	0.00	0.15	0.00
ASV_9006	0.00	0.00	0.13	0.00	0.00
ASV_9007	0.00	0.00	0.00	0.04	0.00
ASV_9008	0.00	0.00	0.00	0.04	0.00
ASV_9009	0.00	0.00	0.00	0.04	0.00
ASV_9012	0.00	0.00	0.07	0.00	0.00
ASV_9013	0.00	0.07	0.13	0.00	0.00
ASV_9014	0.00	0.00	0.00	0.00	0.04
ASV_9015	0.20	0.20	0.20	0.00	0.00
ASV_9016	0.33	0.00	0.00	0.00	0.00
ASV_9017	0.00	0.00	0.00	0.00	0.04
ASV_9020	0.00	0.67	0.47	0.00	0.00
ASV_9022	0.00	0.20	0.20	0.00	0.00
ASV_9025	0.00	0.13	0.00	0.00	0.00
ASV_9026	0.00	0.00	0.00	0.00	0.04
ASV_9027	0.20	0.13	0.00	0.00	0.00
ASV_9028	0.00	0.07	0.00	0.00	0.00
ASV_9029	0.00	0.00	0.00	0.00	0.04
ASV_9030	0.00	0.00	0.00	0.07	0.19
ASV_9033	0.00	0.07	0.00	0.15	0.00
ASV_9034	0.00	0.00	0.00	0.07	0.00
ASV_9035	0.00	0.00	0.07	0.00	0.00
ASV_9039	0.00	0.07	0.00	0.00	0.00
ASV_9040	0.00	0.00	0.00	0.00	0.04
ASV_9042	0.07	0.00	0.00	0.00	0.00
ASV_9043	0.00	0.00	0.00	0.11	0.07
ASV_9046	0.07	0.00	0.00	0.00	0.00
ASV_9047	0.00	0.00	0.00	0.04	0.00
ASV_9048	0.53	0.20	0.07	0.30	0.00
ASV_9050	0.00	0.00	0.00	0.04	0.07
ASV_9052	0.00	0.00	0.00	0.04	0.00
ASV_9055	0.00	0.07	0.00	0.00	0.00
ASV_9056	0.07	0.20	0.20	0.00	0.00
ASV_9058	0.07	0.00	0.00	0.00	0.00
ASV_9059	0.20	0.00	0.00	0.00	0.00
ASV_9060	0.00	0.00	0.00	0.07	0.00
ASV_9061	0.00	0.27	0.00	0.00	0.00
ASV_9062	0.00	0.00	0.00	0.04	0.00
ASV_9065	0.00	0.00	0.00	0.11	0.00
ASV_9066	0.00	0.00	0.00	0.04	0.00
ASV_9067	0.00	0.00	0.00	0.07	0.00
ASV_9069	0.13	0.00	0.00	0.00	0.00
ASV_9070	0.20	0.00	0.00	0.00	0.00
ASV_9072	0.00	0.00	0.00	0.15	0.07
ASV_9073	0.00	0.00	0.00	0.22	0.22
ASV_9075	0.00	0.00	0.00	0.07	0.00
ASV_9076	0.13	0.33	0.33	0.00	0.00
ASV_9077	0.40	0.07	0.00	0.00	0.00
ASV_9078	0.00	0.00	0.00	0.26	0.33
ASV_9083	0.00	0.07	0.00	0.00	0.00
ASV_9084	0.00	0.00	0.00	0.04	0.00
ASV_9085	0.00	0.00	0.00	0.00	0.07
ASV_9086	0.00	0.00	0.00	0.00	0.04
ASV_9087	0.33	0.20	0.07	0.30	0.00
ASV_9088	0.00	0.00	0.00	0.07	0.00
ASV_9089	0.00	0.13	0.00	0.00	0.00
ASV_9090	0.00	0.00	0.07	0.00	0.00
ASV_9091	0.00	0.07	0.00	0.00	0.00
ASV_9092	0.00	0.00	0.00	0.00	0.04
ASV_9093	0.00	0.00	0.00	0.00	0.04
ASV_9094	0.00	0.00	0.00	0.00	0.04
ASV_9095	0.00	0.00	0.07	0.00	0.00
ASV_9096	0.00	0.00	0.00	0.04	0.00
ASV_9098	0.00	0.13	0.00	0.48	0.37
ASV_9099	0.00	0.00	0.00	0.07	0.00
ASV_9100	0.00	0.07	0.00	0.00	0.00
ASV_9102	0.00	0.00	0.00	0.15	0.07
ASV_9103	0.00	0.00	0.07	0.00	0.00
ASV_9104	0.00	0.00	0.07	0.00	0.00
ASV_9105	0.00	0.00	0.00	0.04	0.00
ASV_9107	0.00	0.00	0.00	0.11	0.11
ASV_9109	0.00	0.00	0.00	0.07	0.04
ASV_9110	0.00	0.00	0.00	0.04	0.00
ASV_9111	0.20	0.00	0.00	0.04	0.00
ASV_9113	0.00	0.07	0.00	0.00	0.00
ASV_9114	0.00	0.07	0.00	0.00	0.00
ASV_9115	0.00	0.00	0.07	0.00	0.00
ASV_9116	0.00	0.00	0.00	0.11	0.00
ASV_9118	0.07	0.00	0.00	0.00	0.00
ASV_9119	0.00	0.00	0.00	0.04	0.00
ASV_9120	0.07	0.00	0.00	0.00	0.00
ASV_9121	0.07	0.00	0.00	0.00	0.00
ASV_9122	0.00	0.00	0.00	0.00	0.07
ASV_9123	0.20	0.00	0.00	0.00	0.00
ASV_9124	0.00	0.00	0.00	0.04	0.00
ASV_9125	0.00	0.00	0.00	0.00	0.04
ASV_9127	0.00	0.00	0.00	0.00	0.04
ASV_9128	0.33	0.00	0.00	0.00	0.00
ASV_9132	0.33	0.00	0.07	0.00	0.00
ASV_9133	0.00	0.00	0.00	0.33	0.00
ASV_9134	0.00	0.00	0.07	0.00	0.00
ASV_9136	0.00	0.00	0.00	0.07	0.00
ASV_9137	0.00	0.00	0.00	0.04	0.00
ASV_9138	0.27	0.00	0.00	0.00	0.00
ASV_9140	0.00	0.00	0.00	0.04	0.00
ASV_9143	0.00	0.07	0.00	0.00	0.00
ASV_9144	0.00	0.00	0.00	0.04	0.00
ASV_9145	0.00	0.00	0.00	0.00	0.04
ASV_9146	0.00	0.00	0.00	0.07	0.00
ASV_9147	0.00	0.00	0.00	0.04	0.00
ASV_9150	0.07	0.00	0.00	0.04	0.00
ASV_9152	0.00	0.00	0.00	0.04	0.00
ASV_9153	0.00	0.00	0.00	0.11	0.11
ASV_9154	0.00	0.00	0.00	0.04	0.00
ASV_9156	0.20	0.00	0.00	0.07	0.00
ASV_9157	0.00	0.00	0.00	0.04	0.00
ASV_9158	0.13	0.00	0.00	0.00	0.00
ASV_9159	0.07	0.00	0.00	0.00	0.00
ASV_9160	0.00	0.13	0.00	0.00	0.00
ASV_9161	0.20	0.00	0.00	0.00	0.00
ASV_9162	0.07	0.00	0.00	0.00	0.00
ASV_9163	0.07	0.00	0.00	0.07	0.00
ASV_9164	0.00	0.00	0.07	0.00	0.00
ASV_9165	0.00	0.00	0.07	0.00	0.00
ASV_9166	0.00	0.07	0.00	0.04	0.00
ASV_9167	0.07	0.00	0.00	0.00	0.00
ASV_9168	0.13	0.00	0.00	0.07	0.00
ASV_9169	0.00	0.00	0.00	0.19	0.19
ASV_9172	0.00	0.00	0.00	0.11	0.04
ASV_9173	0.00	0.00	0.00	0.07	0.00
ASV_9174	0.07	0.00	0.00	0.00	0.00
ASV_9176	0.00	0.00	0.00	0.04	0.00
ASV_9177	0.13	0.20	0.00	0.00	0.00
ASV_9179	0.00	0.00	0.13	0.00	0.00
ASV_9180	0.00	0.00	0.00	0.04	0.00
ASV_9181	0.00	0.00	0.00	0.04	0.00
ASV_9185	0.00	0.00	0.07	0.00	0.00
ASV_9188	0.00	0.00	0.00	0.04	0.00
ASV_9192	0.00	0.00	0.00	0.04	0.00
ASV_9194	0.00	0.00	0.00	0.00	0.11
ASV_9195	0.07	0.00	0.00	0.00	0.00
ASV_9196	0.00	0.00	0.00	0.04	0.00
ASV_9199	0.13	0.00	0.00	0.04	0.00
ASV_9200	0.40	0.07	0.07	0.00	0.00
ASV_9201	0.00	0.00	0.00	0.04	0.00
ASV_9202	0.13	0.00	0.00	0.00	0.00
ASV_9203	0.00	0.00	0.00	0.04	0.00
ASV_9204	0.00	0.00	0.00	0.07	0.04
ASV_9205	0.13	0.40	0.13	0.00	0.00
ASV_9206	0.20	0.00	0.00	0.00	0.00
ASV_9207	0.00	0.00	0.00	0.04	0.00
ASV_9209	0.20	0.00	0.00	0.00	0.00
ASV_9210	0.00	0.00	0.00	0.07	0.00
ASV_9212	0.00	0.00	0.00	0.04	0.00
ASV_9214	0.00	0.13	0.00	0.00	0.00
ASV_9215	0.13	0.00	0.00	0.00	0.00
ASV_9216	0.00	0.00	0.00	0.04	0.00
ASV_9219	0.13	0.00	0.00	0.00	0.00
ASV_9220	0.00	0.00	0.00	0.07	0.00
ASV_9221	0.00	0.00	0.00	0.04	0.00
ASV_9224	0.27	0.00	0.00	0.00	0.00
ASV_9227	0.00	0.07	0.00	0.00	0.00
ASV_9228	0.00	0.00	0.07	0.00	0.00
ASV_9229	0.00	0.00	0.00	0.11	0.00
ASV_9231	0.00	0.00	0.00	0.04	0.04
ASV_9233	0.07	0.00	0.00	0.00	0.00
ASV_9234	0.07	0.13	0.00	0.00	0.00
ASV_9235	0.07	0.00	0.00	0.00	0.00
ASV_9236	0.00	0.07	0.00	0.00	0.00
ASV_9238	0.00	0.00	0.00	0.00	0.04
ASV_9240	0.00	0.00	0.00	0.04	0.00
ASV_9241	0.00	0.00	0.07	0.00	0.00
ASV_9242	0.00	0.00	0.00	0.00	0.04
ASV_9243	0.00	0.00	0.07	0.00	0.00
ASV_9246	0.00	0.00	0.00	0.04	0.04
ASV_9247	0.00	0.00	0.00	0.00	0.07
ASV_9248	0.40	0.40	0.40	0.00	0.00
ASV_9250	0.13	0.00	0.00	0.04	0.00
ASV_9253	0.00	0.00	0.00	0.07	0.00
ASV_9256	0.00	0.00	0.00	0.00	0.04
ASV_9257	0.00	0.00	0.00	0.04	0.00
ASV_9258	0.00	0.00	0.00	0.04	0.00
ASV_9259	0.00	0.00	0.00	0.04	0.00
ASV_9261	0.00	0.00	0.00	0.00	0.11
ASV_9262	0.00	0.00	0.00	0.04	0.00
ASV_9263	0.07	0.00	0.00	0.00	0.00
ASV_9264	0.00	0.00	0.00	0.04	0.00
ASV_9265	0.00	0.00	0.00	0.26	0.41
ASV_9271	0.20	0.00	0.00	0.00	0.00
ASV_9272	0.07	0.00	0.07	0.00	0.00
ASV_9274	0.00	0.00	0.00	0.04	0.00
ASV_9275	0.20	0.00	0.07	0.00	0.00
ASV_9277	0.00	0.20	0.00	0.00	0.00
ASV_9279	0.00	0.00	0.00	0.04	0.00
ASV_9280	0.00	0.00	0.00	0.00	0.04
ASV_9281	0.00	0.00	0.00	0.04	0.00
ASV_9282	0.00	0.13	0.00	0.00	0.00
ASV_9283	0.20	0.07	0.00	0.00	0.00
ASV_9284	0.00	0.00	0.00	0.04	0.00
ASV_9285	0.00	0.00	0.00	0.04	0.00
ASV_9286	0.00	0.00	0.00	0.07	0.00
ASV_9287	0.07	0.00	0.07	0.00	0.00
ASV_9288	0.00	0.00	0.00	0.04	0.00
ASV_9290	0.00	0.07	0.00	0.00	0.00
ASV_9294	0.00	0.00	0.00	0.04	0.00
ASV_9296	0.00	0.00	0.00	0.04	0.15
ASV_9297	0.20	0.00	0.00	0.00	0.00
ASV_9298	0.00	0.07	0.00	0.00	0.00
ASV_9299	0.20	0.00	0.00	0.00	0.00
ASV_9300	0.00	0.00	0.13	0.00	0.00
ASV_9301	0.07	0.00	0.00	0.00	0.00
ASV_9303	0.13	0.00	0.00	0.00	0.00
ASV_9306	0.00	0.00	0.00	0.15	0.19
ASV_9307	0.13	0.00	0.00	0.00	0.00
ASV_9310	0.00	0.00	0.00	0.11	0.00
ASV_9311	0.00	0.13	0.00	0.00	0.00
ASV_9312	0.20	0.13	0.20	0.00	0.00
ASV_9313	0.00	0.00	0.80	0.00	0.00
ASV_9315	0.00	0.00	0.07	0.00	0.00
ASV_9316	0.00	0.00	0.00	0.04	0.00
ASV_9318	0.00	0.00	0.00	0.04	0.04
ASV_9319	0.00	0.07	0.00	0.00	0.00
ASV_9320	0.40	0.00	0.07	0.00	0.00
ASV_9322	0.07	0.00	0.00	0.00	0.00
ASV_9324	0.00	0.07	0.00	0.00	0.00
ASV_9327	0.07	0.00	0.00	0.26	0.00
ASV_9329	0.13	0.00	0.00	0.22	0.00
ASV_9330	0.00	0.00	0.00	0.19	0.33
ASV_9332	0.40	0.13	0.13	0.11	0.00
ASV_9333	0.00	0.00	0.00	0.00	0.07
ASV_9334	0.00	0.00	0.00	0.04	0.00
ASV_9336	0.13	0.00	0.00	0.00	0.00
ASV_9337	0.07	0.00	0.00	0.00	0.00
ASV_9338	0.00	0.00	0.00	0.04	0.00
ASV_9339	0.00	0.00	0.00	0.04	0.00
ASV_9340	0.00	0.00	0.00	0.07	0.00
ASV_9341	0.00	0.20	0.00	0.00	0.00
ASV_9342	0.00	0.00	0.00	0.04	0.00
ASV_9346	0.00	0.00	0.00	0.04	0.00
ASV_9347	0.00	0.00	0.00	0.04	0.00
ASV_9348	0.00	0.07	0.00	0.00	0.00
ASV_9349	0.00	0.00	0.00	0.07	0.07
ASV_9350	0.07	0.00	0.00	0.00	0.00
ASV_9352	0.13	0.00	0.00	0.00	0.00
ASV_9354	0.00	0.07	0.00	0.00	0.00
ASV_9355	0.00	0.07	0.00	0.00	0.00
ASV_9359	0.07	0.00	0.00	0.00	0.00
ASV_9360	0.00	0.00	0.00	0.33	0.00
ASV_9361	0.00	0.07	0.00	0.04	0.00
ASV_9363	0.00	0.00	0.00	0.07	0.00
ASV_9367	0.00	0.00	0.07	0.00	0.00
ASV_9368	0.00	0.00	0.27	0.00	0.00
ASV_9369	0.00	0.07	0.00	0.00	0.00
ASV_9370	0.00	0.00	0.00	0.00	0.04
ASV_9371	0.00	0.00	0.07	0.00	0.00
ASV_9373	0.00	0.00	0.00	0.07	0.00
ASV_9374	0.07	0.00	0.00	0.00	0.00
ASV_9375	0.00	0.00	0.00	0.19	0.00
ASV_9376	0.20	0.00	0.00	0.00	0.00
ASV_9378	0.00	0.20	0.00	0.00	0.00
ASV_9379	0.00	0.00	0.00	0.07	0.00
ASV_9380	0.00	0.00	0.00	0.04	0.00
ASV_9381	0.20	0.00	0.13	0.00	0.00
ASV_9382	0.07	0.00	0.00	0.00	0.00
ASV_9385	0.00	0.00	0.00	0.07	0.00
ASV_9386	0.00	0.00	0.07	0.00	0.00
ASV_9387	0.00	0.00	0.00	0.19	0.19
ASV_9389	0.00	0.00	0.00	0.00	0.11
ASV_9391	0.00	0.00	0.00	0.04	0.00
ASV_9393	0.07	0.07	0.00	0.44	0.00
ASV_9394	0.07	0.00	0.00	0.11	0.00
ASV_9396	0.00	0.07	0.00	0.00	0.00
ASV_9397	0.07	0.00	0.00	0.00	0.00
ASV_9399	0.00	0.00	0.00	0.00	0.04
ASV_9400	0.00	0.00	0.00	0.04	0.00
ASV_9401	0.00	0.00	0.00	0.04	0.00
ASV_9402	0.00	0.00	0.00	0.04	0.00
ASV_9403	0.00	0.00	0.00	0.07	0.00
ASV_9405	0.00	0.00	0.07	0.00	0.00
ASV_9406	0.07	0.00	0.00	0.00	0.00
ASV_9407	0.00	0.00	0.00	0.07	0.19
ASV_9409	0.00	0.00	0.00	0.04	0.00
ASV_9410	0.00	0.07	0.00	0.00	0.00
ASV_9411	0.00	0.07	0.00	0.00	0.00
ASV_9413	0.00	0.00	0.07	0.00	0.00
ASV_9414	0.00	0.00	0.07	0.00	0.00
ASV_9415	0.07	0.00	0.00	0.00	0.00
ASV_9416	0.00	0.00	0.00	0.04	0.00
ASV_9417	0.00	0.00	0.07	0.00	0.00
ASV_9418	0.07	0.00	0.00	0.00	0.00
ASV_9419	0.33	0.07	0.07	0.00	0.00
ASV_9420	0.13	0.07	0.00	0.00	0.00
ASV_9421	0.00	0.00	0.00	0.04	0.00
ASV_9422	0.00	0.00	0.00	0.00	0.04
ASV_9423	0.07	0.00	0.00	0.00	0.00
ASV_9424	0.00	0.00	0.00	0.04	0.00
ASV_9426	0.00	0.07	0.20	0.00	0.00
ASV_9427	0.00	0.00	0.07	0.00	0.00
ASV_9428	0.07	0.00	0.00	0.00	0.00
ASV_9429	0.00	0.00	0.00	0.00	0.04
ASV_9431	0.07	0.00	0.00	0.00	0.00
ASV_9432	0.00	0.00	0.00	0.00	0.15
ASV_9433	0.00	0.00	0.00	0.04	0.11
ASV_9434	0.00	0.00	0.00	0.15	0.33
ASV_9438	0.00	0.00	0.00	0.00	0.15
ASV_9439	0.00	0.00	0.00	0.11	0.11
ASV_9442	0.00	0.20	0.00	0.00	0.00
ASV_9443	0.00	0.60	0.00	0.00	0.00
ASV_9444	0.00	0.00	0.00	0.00	0.04
ASV_9447	0.00	0.00	0.00	0.07	0.00
ASV_9448	0.07	0.00	0.00	0.00	0.00
ASV_9451	0.13	0.00	0.00	0.00	0.00
ASV_9452	0.00	0.00	0.00	0.04	0.00
ASV_9453	0.07	0.00	0.00	0.00	0.00
ASV_9454	0.07	0.00	0.00	0.00	0.00
ASV_9455	0.13	0.00	0.20	0.00	0.00
ASV_9457	0.00	0.00	0.00	0.04	0.00
ASV_9460	0.00	0.00	0.00	0.00	0.04
ASV_9462	0.00	0.00	0.07	0.00	0.00
ASV_9463	0.00	0.00	0.13	0.00	0.00
ASV_9464	0.20	0.00	0.00	0.00	0.00
ASV_9465	0.00	0.00	0.00	0.00	0.15
ASV_9466	0.00	0.07	0.00	0.00	0.00
ASV_9467	0.07	0.13	0.00	0.00	0.00
ASV_9468	0.00	0.13	0.00	0.00	0.00
ASV_9469	0.00	0.07	0.00	0.00	0.00
ASV_9470	0.00	0.00	0.07	0.00	0.00
ASV_9471	0.00	0.07	0.00	0.00	0.00
ASV_9472	0.00	0.00	0.00	0.04	0.00
ASV_9473	0.00	0.07	0.00	0.00	0.00
ASV_9475	0.00	0.00	0.00	0.15	0.22
ASV_9476	0.00	0.13	0.00	0.00	0.00
ASV_9477	0.00	0.00	0.00	0.04	0.00
ASV_9478	0.00	0.00	0.00	0.04	0.00
ASV_9479	0.67	0.00	0.00	0.00	0.00
ASV_9480	0.00	0.00	0.07	0.00	0.00
ASV_9482	0.00	0.00	0.00	0.00	0.04
ASV_9484	0.00	0.00	0.00	0.04	0.00
ASV_9485	0.00	0.07	0.33	0.00	0.00
ASV_9486	0.00	0.00	0.00	0.04	0.00
ASV_9487	0.00	0.07	0.00	0.00	0.00
ASV_9488	0.00	0.07	0.00	0.00	0.00
ASV_9490	0.00	0.00	0.00	0.00	0.04
ASV_9491	0.07	0.00	0.00	0.00	0.00
ASV_9494	0.00	0.33	0.00	0.00	0.00
ASV_9495	0.00	0.00	0.00	0.07	0.00
ASV_9497	0.00	0.00	0.00	0.07	0.00
ASV_9498	0.00	0.00	0.00	0.15	0.00
ASV_9499	0.00	0.00	0.00	0.11	0.00
ASV_9500	0.13	0.00	0.13	0.00	0.00
ASV_9502	0.00	0.00	0.00	0.00	0.04
ASV_9503	0.00	0.00	0.00	0.19	0.00
ASV_9504	0.07	0.00	0.00	0.00	0.00
ASV_9505	0.00	0.00	0.07	0.00	0.00
ASV_9506	0.00	0.00	0.00	0.11	0.04
ASV_9508	0.00	0.00	0.00	0.04	0.00
ASV_9510	0.00	0.00	0.00	0.04	0.00
ASV_9511	0.47	0.00	0.00	0.04	0.00
ASV_9512	0.00	0.00	0.00	0.07	0.00
ASV_9513	0.00	0.00	0.00	0.00	0.04
ASV_9514	0.00	0.00	0.00	0.15	0.00
ASV_9515	0.20	0.00	0.00	0.00	0.00
ASV_9516	0.00	0.07	0.00	0.00	0.00
ASV_9518	0.00	0.13	0.00	0.07	0.00
ASV_9519	0.00	0.07	0.00	0.00	0.00
ASV_9520	0.00	0.07	0.13	0.00	0.00
ASV_9521	0.00	0.00	0.00	0.00	0.04
ASV_9522	0.40	0.33	0.60	0.00	0.00
ASV_9523	0.00	0.07	0.00	0.00	0.00
ASV_9525	0.07	0.00	0.00	0.00	0.00
ASV_9526	0.00	0.13	0.00	0.15	0.00
ASV_9527	0.13	0.00	0.00	0.00	0.00
ASV_9528	0.00	0.00	0.00	0.04	0.00
ASV_9529	0.00	0.00	0.07	0.00	0.00
ASV_9530	0.40	0.00	0.27	0.00	0.00
ASV_9531	0.00	0.00	0.00	0.00	0.07
ASV_9532	0.00	0.07	0.00	0.00	0.00
ASV_9533	0.27	0.00	0.00	0.00	0.00
ASV_9534	0.00	0.00	0.00	0.04	0.00
ASV_9535	0.00	0.00	0.00	0.04	0.00
ASV_9536	0.00	0.00	0.00	0.04	0.04
ASV_9537	0.00	0.00	0.00	0.04	0.00
ASV_9538	0.07	0.00	0.00	0.00	0.00
ASV_9540	0.00	0.00	0.00	0.04	0.00
ASV_9541	0.00	0.00	0.00	0.04	0.00
ASV_9542	0.07	0.00	0.00	0.00	0.00
ASV_9543	0.00	0.00	0.00	0.00	0.11
ASV_9544	0.00	0.00	0.00	0.15	0.22
ASV_9545	0.00	0.00	0.00	0.04	0.00
ASV_9547	0.00	0.33	0.07	0.00	0.00
ASV_9549	0.07	0.00	0.00	0.00	0.00
ASV_9550	0.07	0.00	0.00	0.00	0.00
ASV_9551	0.07	0.00	0.00	0.15	0.00
ASV_9552	0.00	0.00	0.00	0.04	0.00
ASV_9554	0.00	0.07	0.00	0.00	0.00
ASV_9555	0.00	0.00	0.00	0.04	0.00
ASV_9557	0.00	0.27	0.53	0.00	0.00
ASV_9559	0.07	0.00	0.00	0.00	0.00
ASV_9560	0.00	0.13	0.00	0.00	0.00
ASV_9561	0.00	0.00	0.00	0.07	0.00
ASV_9562	0.00	0.00	0.00	0.19	0.15
ASV_9563	0.00	0.00	0.00	0.19	0.00
ASV_9564	0.00	0.20	0.00	0.00	0.00
ASV_9565	0.00	0.00	0.00	0.00	0.04
ASV_9566	0.00	0.00	0.00	0.11	0.15
ASV_9567	0.00	0.00	0.00	0.04	0.00
ASV_9568	0.07	0.07	0.00	0.11	0.00
ASV_9570	0.07	0.00	0.00	0.00	0.00
ASV_9571	0.00	0.00	0.00	0.04	0.00
ASV_9572	0.00	0.00	0.00	0.04	0.00
ASV_9574	0.00	0.00	0.00	0.04	0.00
ASV_9575	0.00	0.27	0.00	0.00	0.00
ASV_9577	0.00	0.00	0.00	0.04	0.00
ASV_9580	0.00	0.00	0.13	0.04	0.00
ASV_9581	0.00	0.00	0.00	0.07	0.00
ASV_9584	0.00	0.00	0.00	0.04	0.00
ASV_9585	0.00	0.00	0.00	0.04	0.00
ASV_9586	0.00	0.00	0.00	0.11	0.00
ASV_9587	0.13	0.00	0.00	0.00	0.00
ASV_9588	0.20	0.00	0.00	0.00	0.00
ASV_9589	0.13	0.00	0.00	0.00	0.00
ASV_9590	0.20	0.00	0.07	0.00	0.00
ASV_9592	0.13	0.00	0.00	0.07	0.00
ASV_9593	0.00	0.00	0.00	0.00	0.04
ASV_9594	0.20	0.00	0.20	0.00	0.00
ASV_9597	0.00	0.20	0.00	0.00	0.00
ASV_9599	0.00	0.00	0.07	0.00	0.00
ASV_9600	0.00	0.00	0.00	0.11	0.00
ASV_9601	0.40	0.00	0.07	0.00	0.00
ASV_9602	0.00	0.00	0.00	0.11	0.00
ASV_9603	0.00	0.00	0.00	0.04	0.00
ASV_9604	0.00	0.00	0.00	0.04	0.00
ASV_9605	0.00	0.00	0.00	0.04	0.00
ASV_9606	0.00	0.00	0.00	0.11	0.00
ASV_9607	0.40	0.07	0.40	0.00	0.00
ASV_9608	0.07	0.20	0.00	0.00	0.00
ASV_9609	0.20	0.00	0.00	0.00	0.00
ASV_9610	0.00	0.00	0.00	0.04	0.00
ASV_9612	0.53	0.13	0.00	0.00	0.00
ASV_9613	0.00	0.07	0.00	0.00	0.00
ASV_9614	0.00	0.00	0.00	0.07	0.19
ASV_9616	0.00	0.07	0.00	0.00	0.00
ASV_9617	0.00	0.00	0.00	0.00	0.07
ASV_9618	0.00	0.20	0.07	0.00	0.00
ASV_9619	0.00	0.00	0.00	0.07	0.00
ASV_9620	0.00	0.00	0.00	0.04	0.00
ASV_9621	0.20	0.13	0.00	0.37	0.15
ASV_9622	0.07	0.00	0.00	0.00	0.00
ASV_9624	0.00	0.33	0.27	0.00	0.00
ASV_9625	0.07	0.00	0.00	0.04	0.00
ASV_9626	0.00	0.07	0.00	0.00	0.00
ASV_9628	0.13	0.00	0.00	0.11	0.00
ASV_9631	0.00	0.00	0.00	0.11	0.00
ASV_9632	0.13	0.00	0.00	0.00	0.00
ASV_9633	0.00	0.00	0.00	0.00	0.04
ASV_9634	0.13	0.00	0.00	0.00	0.00
ASV_9636	0.00	0.00	0.00	0.07	0.04
ASV_9637	0.00	0.07	0.00	0.00	0.00
ASV_9638	0.00	0.07	0.00	0.00	0.00
ASV_9639	0.00	0.00	0.00	0.00	0.04
ASV_9640	0.00	0.00	0.00	0.07	0.00
ASV_9642	0.07	0.00	0.00	0.00	0.00
ASV_9643	0.00	0.00	0.00	0.04	0.00
ASV_9645	0.00	0.00	0.00	0.11	0.11
ASV_9647	0.00	0.00	0.00	0.07	0.00
ASV_9648	0.13	0.00	0.00	0.07	0.00
ASV_9649	0.07	0.00	0.00	0.04	0.00
ASV_9650	0.00	0.00	0.13	0.00	0.00
ASV_9653	0.00	0.00	0.00	0.19	0.00
ASV_9654	0.00	0.00	0.00	0.15	0.00
ASV_9656	0.00	0.00	0.00	0.04	0.00
ASV_9657	0.00	0.00	0.00	0.19	0.11
ASV_9658	0.00	0.07	0.00	0.00	0.00
ASV_9659	0.00	0.07	0.00	0.00	0.00
ASV_9660	0.00	0.00	0.00	0.04	0.00
ASV_9661	0.00	0.00	0.00	0.04	0.00
ASV_9662	0.00	0.00	0.00	0.07	0.00
ASV_9665	0.07	0.00	0.00	0.00	0.00
ASV_9666	0.00	0.27	0.00	0.00	0.00
ASV_9669	0.00	0.73	0.00	0.00	0.00
ASV_9670	0.60	0.00	0.00	0.00	0.00
ASV_9671	0.07	0.00	0.00	0.00	0.00
ASV_9672	0.07	0.00	0.00	0.00	0.00
ASV_9673	0.00	0.00	0.00	0.07	0.07
ASV_9675	0.00	0.00	0.00	0.00	0.07
ASV_9676	0.00	0.00	0.07	0.00	0.00
ASV_9677	0.07	0.00	0.07	0.00	0.00
ASV_9678	0.80	0.00	0.00	0.00	0.00
ASV_9679	0.00	0.00	0.00	0.04	0.00
ASV_9680	0.67	0.80	0.00	0.00	0.00
ASV_9681	0.27	0.00	0.00	0.15	0.00
ASV_9682	0.20	0.00	0.00	0.04	0.00
ASV_9684	0.00	0.07	0.00	0.00	0.00
ASV_9685	0.00	0.00	0.00	0.04	0.00
ASV_9686	0.00	0.00	0.00	0.04	0.00
ASV_9687	0.33	0.00	0.07	0.07	0.00
ASV_9688	0.00	0.00	0.00	0.11	0.00
ASV_9689	0.07	0.00	0.00	0.00	0.00
ASV_9690	0.00	0.00	0.07	0.00	0.00
ASV_9692	0.00	0.00	0.00	0.04	0.00
ASV_9693	0.00	0.00	0.00	0.04	0.00
ASV_9695	0.20	0.00	0.00	0.30	0.00
ASV_9696	0.53	0.00	0.00	0.00	0.00
ASV_9697	0.00	0.00	0.00	0.04	0.00
ASV_9698	0.20	0.00	0.00	0.00	0.00
ASV_9699	0.00	0.00	0.00	0.00	0.04
ASV_9700	0.33	0.27	0.40	0.00	0.00
ASV_9702	0.20	0.00	0.00	0.00	0.00
ASV_9703	0.00	0.00	0.00	0.04	0.00
ASV_9704	0.00	0.00	0.00	0.04	0.00
ASV_9705	0.13	0.00	0.00	0.00	0.00
ASV_9706	0.00	0.00	0.00	0.04	0.00
ASV_9707	0.00	0.00	0.00	0.00	0.04
ASV_9708	0.00	0.00	0.00	0.04	0.00
ASV_9709	0.00	0.00	0.00	0.15	0.00
ASV_9711	0.00	0.00	0.00	0.11	0.26
ASV_9713	0.13	0.00	0.00	0.00	0.00
ASV_9714	0.00	0.00	0.00	0.00	0.04
ASV_9716	0.40	0.00	0.00	0.15	0.00
ASV_9717	0.00	0.07	0.00	0.00	0.00
ASV_9718	0.00	0.07	0.00	0.00	0.00
ASV_9719	0.00	0.00	0.00	0.00	0.07
ASV_9720	0.00	0.00	0.00	0.00	0.04
ASV_9721	0.00	0.00	0.00	0.04	0.00
ASV_9722	0.00	0.00	0.00	0.04	0.00
ASV_9723	0.00	0.00	0.00	0.04	0.00
ASV_9725	0.00	0.00	0.00	0.11	0.26
