ASVs	bremen	brake	bremerhaven	helgolandT	helgolandS
ASV_3420	0.0	1.3	0.7	0.0	0.0
ASV_3421	0.0	0.0	0.0	1.0	2.3
ASV_3423	0.0	0.0	0.0	0.7	1.7
ASV_3427	91.3	72.0	4.7	2.3	0.0
ASV_3443	0.0	0.0	0.0	0.7	0.0
ASV_3446	3.0	4.0	1.3	0.0	0.0
ASV_3457	0.0	0.0	0.0	0.7	0.0
ASV_3459	0.3	0.0	0.0	0.0	0.0
ASV_3468	0.0	0.7	1.0	0.0	0.0
ASV_3480	0.0	0.0	0.0	1.0	0.0
ASV_3481	0.0	0.0	0.0	0.3	0.0
ASV_3484	0.0	0.0	0.0	0.0	0.3
ASV_3485	0.3	0.0	0.0	0.0	0.0
ASV_3491	0.0	0.0	0.7	0.0	0.0
ASV_3492	0.0	0.0	0.0	0.0	1.0
